CODIGO,DESCRIPCION DEL ITEM,UNIDAD DE MEDIDA,PRECIO UNITARIO
495100200065,FORCEP RECTO INCISIVO SUPERIOR,UNIDAD,0.0
495100210038,ATACADOR PARA CEMENTO CON ESPATULA DE ACERO QUIRURGICO,UNIDAD,0.0
495100210048,BOTADOR PATA DE CABRA IZQUIERDO Nº 26,UNIDAD,0.0
495100210050,BOTADOR PATA DE CABRA DERECHO Nº 26,UNIDAD,0.0
495100210058,ATACADOR PARA CEMENTO DOBLE PARTE ACTIVA,UNIDAD,0.0
495100220002,"ESPEJO BUCAL SIMPLE SIN MANGO, SIN AUMENTO Nº 5",UNIDAD,0.0
495100230005,EXPLORADOR DENTAL BIOACTIVO,UNIDAD,0.0
495100240018,CURETA PARA DENTINA BIACTIVA MEDIANA,UNIDAD,0.0
495100240021,CURETA PARA DENTINA MEDIANA,UNIDAD,0.0
495100240029,CURETA P/LEGRADO UTERINO X 8 PIEZAS,UNIDAD,0.0
495100240035,CURETA UTERINA DE SIMS FENESTRADA Nº 1,UNIDAD,0.0
495100240036,CURETA UTERINA DE SIMS FENESTRADA Nº 3,UNIDAD,0.0
495100240037,CURETA UTERINA DE SIMS FENESTRADA Nº 6,UNIDAD,0.0
495100240062,CURETA PARA DENTINA GRANDE,UNIDAD,0.0
495100240070,CURETA PARA ALVEOLO ANGULADO PEQUEÑO,UNIDAD,0.0
495100240072,CURETA DE PLACENTA FENESTRADA T/GRANDE,UNIDAD,0.0
495100240074,CURETA UTERINA CORTANTE Nº 2,UNIDAD,0.0
495100240076,CURETA UTERINA CORTANTE Nº 6,UNIDAD,0.0
495100240087,CURETA PARA ALVEOLO MEDIANA CURVA,UNIDAD,0.0
495100240093,CURETA DE NOVACK 4 mm X 23 cm,UNIDAD,0.0
495100240094,CURETA PARA BIOPSIA KEVORKIAN 30 CM X 4 MM,UNIDAD,0.0
495100240097,CURETA UTERINA Nº 4,UNIDAD,0.0
495100240099,CURETA DE NOVACK 4 MM X 24 CM,UNIDAD,0.0
495100240150,CURETA PARA HUESO 8.25 cm X 5.5 mm,UNIDAD,0.0
495100240151,CURETA PARA HUESO 11.25 cm X 7.5 mm,UNIDAD,0.0
495100240152,CURETA PARA HUESO 14.25 cm X 9.5 mm,UNIDAD,0.0
495100240163,SET CURETAS PERIODONTALES SUPRAGINGIVALES SUPERIOR E INFERIOR (10 PUNTAS Y UN MANGO),UNIDAD,0.0
495100240172,JUEGO CURETAS RÍGIDAS CORTANTES X 6 PIEZAS,UNIDAD,0.0
495100240182,CURETA PARA ALVEOLO BIACTIVA ACODADA,UNIDAD,0.0
495100240199,CURETA DERMATOLOGICA FOX REDONDA 14 cm X 4 mm,UNIDAD,0.0
495100240234,CURETA ENDOCERVICAL KEVORKIAN 2 mm X 30 cm,UNIDAD,0.0
495100240235,CURETA ENDOCERVICAL KEVORKIAN 3 mm X 30 cm,UNIDAD,0.0
495100240271,CURETA PARA HUESO 4 mm X 22 cm,UNIDAD,0.0
495100240272,CURETA PARA HUESO 5 mm X 22 cm,UNIDAD,0.0
495100240273,CURETA PARA HUESO 6 mm X 22 cm,UNIDAD,0.0
495100240274,CURETA PARA HUESO 8 mm X 22 cm,UNIDAD,0.0
495100240275,CURETA PARA HUESO 10 mm X 22 cm,UNIDAD,0.0
495100250010,BRUÑIDOR DOBLE PARTE ACTIVA CABEZA D/HUEVO CHICO,UNIDAD,0.0
495100260006,CUBETA DESCARTABLE PARA FLUORIZACION,UNIDAD,0.0
495100260016,CUBETA CRIBADA DE METAL ARCADA SUPERIOR EDENTULO,UNIDAD,0.0
495100260017,CUBETA CRIBADA DE METAL ARCADA INFERIOR EDENTULO,UNIDAD,0.0
495100260022,JUEGO CUBETAS CRIBADAS DE ACERO QUIRURG. SUPERIOR E INFERIOR P/PACIENTE EDENTULO TALLA M X 2 PIEZAS,UNIDAD,0.0
495100260023,JUEGO CUBETAS CRIBADAS DE ACERO QUIRURG. SUPERIOR E INFERIOR P/PACIENTE EDENTULO TALLA S X 2 PIEZAS,UNIDAD,0.0
495100260024,JUEGO CUBETAS CRIBADAS DE ACERO QUIRURG. SUPERIOR E INFERIOR P/PACIENTE EDENTULO TALLA L X 2 PIEZAS,UNIDAD,0.0
495100260025,JUEGO CUBETAS CRIBADAS DE ACERO QUIRURG. SUPERIOR E INFERIOR P/PACIENTE EDENTULO TALLA XL X 2 PIEZAS,UNIDAD,0.0
495100260038,"CUBETA DESCARTABLE PARA FLUORIZACION DOBLE ""S""",UNIDAD,0.0
495100260039,"CUBETA DESCARTABLE PARA FLUORIZACION DOBLE ""M""",UNIDAD,0.0
495100260040,"CUBETA DESCARTABLE PARA FLUORIZACION DOBLE ""L""",UNIDAD,0.0
495100270036,ESPATULA TUFFIER ACERO MALEABLE 20 cm X 12 mm,UNIDAD,0.0
495100270037,ESPATULA DE CICLODIALISIS BARRAQUER 12 cm,UNIDAD,0.0
495100270038,ESPÁTULA DE NÚCLEO NAGAHARA 112 mm,UNIDAD,0.0
495100280003,PIEDRA ARKANSAS FISURA,UNIDAD,0.0
495100280004,PIEDRA MONTADA PARA DESGASTAR ACRILICO FORMA DE PERA MEDIANA,UNIDAD,0.0
495100280005,PIEDRA MONTADA PARA DESGASTAR ACRILICO FORMA DE PERA CHICA,UNIDAD,0.0
495100280009,PIEDRA ARKANSAS ALTA VELOCIDAD REDONDA,UNIDAD,0.0
495100280012,PIEDRA ARKANSAS FLAMA,UNIDAD,0.0
495100280015,PIEDRA ARKANSAS CILINDRICA,UNIDAD,0.0
495100280016,PIEDRA ARKANSAS ALTA VELOCIDAD CONICA,UNIDAD,0.0
495100280017,PIEDRA ARKANSAS PARA PULIDO,UNIDAD,0.0
495100280025,PIEDRA ARKANSAS FISURA CHICA Y FINA,UNIDAD,0.0
495100280026,PIEDRA ARKANSAS ALTA VELOCIDAD FLAMA,UNIDAD,0.0
495100280027,PIEDRA ARKANSAS ALTA VELOCIDAD FISURA,UNIDAD,0.0
495100280036,PIEDRA ARKANSAS ALTA VELOCIDAD X 6,UNIDAD,0.0
495100280039,PIEDRA ARKANSAS TIPO PIMPOLLO X 20,UNIDAD,0.0
495100280055,PIEDRA ARKANSAS ALTA VELOCIDAD TIPO BALA,UNIDAD,0.0
495100290004,PIEZA DE MANO DE ALTA VELOCIDAD,UNIDAD,0.0
495100290008,PIEZA DE MANO DE BAJA VELOCIDAD,UNIDAD,0.0
495100290010,PIEZA DE MANO PARA BISTURI ARMONICO,UNIDAD,0.0
495100290011,PIEZA DE MANO DE ALTA VELOCIDAD ADULTO,UNIDAD,0.0
495100290012,PIEZA DE MANO DE ALTA VELOCIDAD PEDIATRICO,UNIDAD,0.0
495100290029,PIEZA DE MANO BIMANUAL DE ASPIRACIÓN DIÁMETRO 0.30 mm IRRIGACIÓN DIÁMETRO 0.45 mm PARA FACOEMULSIFICADOR PORTÁTIL OERTLI,UNIDAD,0.0
495100300041,RETRACTOR DE IRIS TIPO GRIESHABER,UNIDAD,0.0
495100300050,RETRACTOR PARA CIRUGIA LAPAROSCOPICA TIPO CUSHIER 36 cm X 5 mm,UNIDAD,0.0
495100300051,RETRACTOR PARA CIRUGIA LAPAROSCOPICA TIPO CUSHIER 36 cm X 10 mm,UNIDAD,0.0
495100300063,RETRACTOR DE HERIDA DESCARTABLE FLEXIBLE 0.5 cm A 9 cm TALLA M,UNIDAD,0.0
495100300064,RETRACTOR PARA FUENTE DE LUZ FRIA,UNIDAD,0.0
495100300065,RETRACTOR DE HERIDAS RÍGIDO DESCARTABLE TALLA M,UNIDAD,0.0
495100300070,RETRACTOR DE HERIDA DESCARTABLE FLEXIBLE 9 cm A 14 cm TALLA L,UNIDAD,0.0
495100300071,RETRACTOR DE HERIDA DESCARTABLE FLEXIBLE 11 cm A 17 cm TALLA XL,UNIDAD,0.0
495100300072,RETRACTOR DE HERIDAS RÍGIDO DESCARTABLE TALLA S,UNIDAD,0.0
495100300073,RETRACTOR DE HERIDAS RÍGIDO DESCARTABLE TALLA L,UNIDAD,0.0
495100300078,SISTEMA RETRACTOR Y PROTECTOR DE HERIDA OPERATORIA,UNIDAD,0.0
495100300083,RETRACTOR DE HERIDAS DESCARTABLE FLEXIBLE TALLA XS,UNIDAD,0.0
495100300084,RETRACTOR DE HERIDAS RÍGIDO DESCARTABLE TALLA XL,UNIDAD,0.0
495100300088,RETRACTOR DE HERIDAS RÍGIDO DESCARTABLE TALLA XXL,UNIDAD,0.0
495100300097,SET DE RETRACTORES DE IRIS 10 mm X 6,UNIDAD,0.0
495100300101,RETRACTOR DE ORBITA 21 cm,UNIDAD,0.0
495100300115,RETRACTOR HEPÁTICO NATHANSON 5 mm TALLA S,UNIDAD,0.0
495100300116,RETRACTOR HEPÁTICO NATHANSON 5 mm TALLA M,UNIDAD,0.0
495100300117,RETRACTOR HEPÁTICO NATHANSON 5 mm TALLA L,UNIDAD,0.0
495100300119,RETRACTOR DESMARRES 13 cm,UNIDAD,0.0
495100300121,SET DE RETRACTORES DE IRIS 10 mm X 5,UNIDAD,0.0
495100300125,RETRACTOR DE IRIS 7 mm,UNIDAD,0.0
495100310036,DILATADOR UTERINO DOBLE Nº 9 + 10 MM,UNIDAD,0.0
495100310037,DILATADOR UTERINO DOBLE Nº 11 + 12 MM,UNIDAD,0.0
495100310068,SET DE DILATADORES URETRALES TIPO BENIQUE X 14 PIEZAS,UNIDAD,0.0
495100310219,DILATADOR LACRIMAL CASTROVIEJO DE ACERO DOBLE PUNTA X 140 mm,UNIDAD,0.0
495100320004,CUCHILLA DE VITRECTOMIA CAMARA ANTERIOR PARA EQUIPO INFINITI,UNIDAD,0.0
495100320017,CUCHILLO REDONDO PARA CORTADORA DE GASA,UNIDAD,0.0
495100320034,JUEGO DE CUCHILLOS PARA AUTOPSIA,UNIDAD,0.0
495100320048,CUCHILLO DE ACERO QUIRURGICO PARA YESO (USO DENTAL) ESTANDAR,UNIDAD,0.0
495100320068,CUCHILLETE DE INCISION PARA FACO ESTANDAR ANGULADO DE 15º,UNIDAD,0.0
495100320069,CUCHILLETE PARA CORNEA CLARA DE 3.2 mm,UNIDAD,0.0
495100320070,CUCHILLETE CRESCENT ANGULADO ESTANDAR BISEL SUPERIOR,UNIDAD,0.0
495100320077,CUCHILLA CRESCENT DESCARTABLE DE 2.1 MM LAMINA DE INCISION X 11 CM DE LONGITUD,UNIDAD,0.0
495100320081,CUCHILLA DE VITRECTOMIA CAMARA ANTERIOR,UNIDAD,0.0
495100320084,CUCHILLA DESCARTABLE PARA RECORTADORA QUIRURGICA DE VELLO TIPO CLIPPER,UNIDAD,0.0
495100320092,CUCHILLETE PARA CORNEA CLARA DE 2.75 mm,UNIDAD,0.0
495100320094,CUCHILLETE DE INCISION PARA FACO ESTANDAR ANGULADO DE 2.75º,UNIDAD,0.0
495100320095,CUCHILLA DE ACERO PARA DE RESECCION URETRAL DE UN VASTAGO X 28 cm,UNIDAD,0.0
495100320096,CUCHILLA DE ACERO PARA DE RESECCION URETRAL DE DOS VASTAGOS X 28 cm,UNIDAD,0.0
495100320097,CUCHILLETE DESCARTABLE DE INCISION PARA FACOEMULSIFICACION DE 2.6 mm,UNIDAD,0.0
495100320098,CUCHILLETE DESCARTABLE DE INCISION PARA FACOEMULSIFICACION DE 2.2 mm,UNIDAD,0.0
495100320099,CUCHILLETE DESCARTABLE DE INCISION PARA PARACENTESIS DE 1.00 mm,UNIDAD,0.0
495100320101,CUCHILLETE DESCARTABLE DE INCISION PARA FACOEMULSIFICACION DE 2.5 MM,UNIDAD,0.0
495100320102,CUCHILLETE DESCARTABLE DE INCISION PARA FACOEMULSIFICACION DE 2.75 mm,UNIDAD,0.0
495100320110,CUCHILLA DE VITRECTOMIA CAMARA POSTERIOR PARA EQUIPO ACCURUS,UNIDAD,0.0
495100320114,CUCHILLA CRESCENT DESCARTABLE DE 2.0 mm LAMINA DE INCISION X 11 cm de LONGITUD,UNIDAD,0.0
495100320119,CUCHILLETE DESCARTABLE DE INCISION PARA PARACENTESIS DE 1.20 mm,UNIDAD,0.0
495100320134,CUCHILLETE DESCARTABLE DE INCISIÓN PARA FACOEMULSIFICACIÓN 2.8 mm,UNIDAD,0.0
495100320136,CUCHILLA DE VITRECTOMÍA CÁMARA ANTERIOR PARA FACOEMULSIFICADOR CONSTELLATION,UNIDAD,0.0
495100320138,CUCHILLETE 1.0 mm DE DIÁMETRO ANGULADO 15°,UNIDAD,0.0
495100320139,CUCHILLETE 1.0 mm DE DIÁMETRO ANGULADO 45°,UNIDAD,0.0
495100320140,CUCHILLETE DESCARTABLE DE INCISIÓN PARA FACOEMULSIFICACIÓN 3.2 mm,UNIDAD,0.0
495100320143,CUCHILLA PARA DISECCIÓN DE SUBMUCOSA 2.7 mm DE DIÁMETRO CON ELECTRODO DE 2.5 mm,UNIDAD,0.0
495100320150,CUCHILLA DE VITRECTOMÍA CÁMARA ANTERIOR PARA FACOEMULSIFICADOR CENTURION,UNIDAD,0.0
495100320159,CUCHILLA PARA DISECCIÓN DE SUBMUCOSA 2.7 mm DE DIÁMETRO CON ELECTRODO DE 2.0 mm,UNIDAD,0.0
495100320186,CUCHILLA DE DISECCION DESCARTABLE 18 mm X 130 mm,UNIDAD,0.0
495100330010,ABREBOCA DIGMANN COMPLETO,UNIDAD,0.0
495100330019,ABREBOCA MOLT PEDIATRICO 11 cm,UNIDAD,0.0
495100330020,ABREBOCA MOLT PEDIATRICO 13 cm,UNIDAD,0.0
495100330024,ABREBOCA MOLT ADULTO 14 cm,UNIDAD,0.0
495100330026,ABREBOCA CON ALETAS DE PLASTICO TIPO CARRILLO 8 cm APROX.,UNIDAD,0.0
495100330028,ABREBOCA CON SEPARADOR LINGUAL 5 cm,UNIDAD,0.0
495100330029,JUEGO DE ABREBOCAS USO ODONTOLÓGICO X 3 PIEZAS,UNIDAD,0.0
495100330034,JUEGO DE ABREBOCAS USO ODONTOLÓGICO X 9 PIEZAS,UNIDAD,0.0
495100330037,ABREBOCA MOLT PEDIÁTRICO 14 cm,UNIDAD,0.0
495100340016,VALVA MALEABLE DELGADA 32 cm,UNIDAD,0.0
495100340030,VALVA MALEABLE RIBBON 30 mm X 330 mm,UNIDAD,0.0
495100340031,VALVA MALEABLE RIBBON 40 mm X 330 mm,UNIDAD,0.0
495100340041,VALVA MALEABLE ANCHA 5 cm X 33 cm,UNIDAD,0.0
495100340051,VALVA MALEABLE RIBBON 17 mm X 20 mm,UNIDAD,0.0
495100340060,VALVA MALEABLE DELGADA 3 cm X 33 cm,UNIDAD,0.0
495100340061,VALVA MALEABLE DELGADA 20 cm X 20 mm,UNIDAD,0.0
495100340075,VALVA MALEABLE 30 mm X 33 mm,UNIDAD,0.0
495100340078,VALVA DOYEN ABDOMINAL 9 cm X 30 cm,UNIDAD,0.0
495100360032,PORTA AGUJA MAYO HEGAR 16 cm,UNIDAD,0.0
495100360037,PORTA AGUJA MAYO 20.5 CM,UNIDAD,0.0
495100360044,PORTA AGUJA MAYO HEGAR RECTA 20 cm,UNIDAD,0.0
495100360045,PORTA AGUJA MAYO HEGAR RECTA 16 CM,UNIDAD,0.0
495100360064,PORTA AGUJA MAYO HEGAR 14 cm,UNIDAD,0.0
495100360065,PORTA AGUJA MAYO HEGAR 20 cm,UNIDAD,0.0
495100360072,PORTA AGUJA MAYO HEGAR RECTA 14 CM,UNIDAD,0.0
495100360079,PORTA AGUJA DE KOH MANDIBULA CURVADA A LA DERECHA 5 mm X 33 cm,UNIDAD,0.0
495100360080,PORTA AGUJA DE KOH MANDIBULA CURVADA A LA IZQUIERDA 5 mm X 33 cm,UNIDAD,0.0
495100360087,PORTA AGUJA PARA CIRUGIA LAPAROSCOPICA 33 cm,UNIDAD,0.0
495100360091,PORTA AGUJA PARA SUTURA 11 cm,UNIDAD,0.0
495100360105,PORTA AGUJA BARRAQUER CURVA 14 cm,UNIDAD,0.0
495100360107,PORTA AGUJA CASTROVIEJO PERFIL MICRO RECTA 14.5 cm,UNIDAD,0.0
495100360108,PORTA AGUJA CASTROVIEJO PERFIL MICRO CURVA 14.5 cm,UNIDAD,0.0
495100360145,PORTA ESPÁTULAS DE ACERO QUIRÚRGICO CON TAPA 5 cm DE DIÁMETRO 30 cm PARA 30 ESPÁTULAS,UNIDAD,0.0
495100360168,PORTA AGUJA PARA LAPAROSCOPIA 5 mm X 33 mm,UNIDAD,0.0
495100360182,PORTA AGUJA MAYO HEGAR 19 cm,UNIDAD,0.0
495100360192,PORTA AGUJA MAYO HEGAR 21 cm,UNIDAD,0.0
495100360195,PORTA AGUJA VASCULAR DELGADO 20 cm,UNIDAD,0.0
495100360198,PORTA AGUJA BARRAQUER CURVO 13.2 cm,UNIDAD,0.0
495100360200,PORTA AGUJA PARA MICROCIRUGIA PARA AGUJA CURVA 13 cm,UNIDAD,0.0
495100360203,PORTA AGUJA PARA MICROCIRUGÍA PARA AGUJA CURVA 15 cm,UNIDAD,0.0
495100370063,OSTEOTOMO ALVEOLAR OBWEGESER 2.5 mm X 15 cm,UNIDAD,0.0
495100380014,GUBIA DE HUESO ROTTGEN-RUSKIN 24 cm,UNIDAD,0.0
495100390017,ALICATE PARA DOBLAR ALAMBRE KIRSCHNER 15.5 cm,UNIDAD,0.0
495100400002,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 10 mm DE DIAMETRO,UNIDAD,0.0
495100400004,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 11 mm DE DIAMETRO,UNIDAD,0.0
495100400006,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 5 mm DE DIAMETRO,UNIDAD,0.0
495100400007,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 5.5 mm DE DIAMETRO,UNIDAD,0.0
495100400011,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 10 mm DE DIAMETRO DESCARTABLE,UNIDAD,0.0
495100400012,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 5 mm DE DIAMETRO DESCARTABLE,UNIDAD,0.0
495100400013,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 11 mm DE DIAMETRO DESCARTABLE,UNIDAD,0.0
495100400014,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 12 mm DE DIAMETRO DESCARTABLE,UNIDAD,0.0
495100400015,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 15 mm DE DIAMETRO DESCARTABLE,UNIDAD,0.0
495100400022,JUEGO DE TROCAR ABDOMINAL X 2 PIEZAS,UNIDAD,0.0
495100400024,TROCAR PARA BIOPSIA DERMICA DE 4 MM DE DIAMETRO DESCARTABLE,UNIDAD,0.0
495100400025,JUEGO DE TROCAR PARA CIRUGIA LAPAROSCOPICA DE 10 mm DE DIAMETRO X 7 PIEZAS,UNIDAD,0.0
495100400028,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 12 mm DE DIAMETRO,UNIDAD,0.0
495100400051,TROCAR PARA CIRUGIA LAPAROSCOPICA 5.1 mm X 11 cm,UNIDAD,0.0
495100400058,TROCAR PARA CIRUGÍA LAPAROSCOPICA DE 5 mm DE DIÁMETRO X 60 mm DESCARTABLE,UNIDAD,0.0
495100400062,JUEGO DE TROCAR PARA CIRUGIA LAPAROSCOPICA X 7 PIEZAS,UNIDAD,0.0
495100400068,JUEGO DE TROCAR PARA CIRUGÍA LAPAROSCÓPICA X 8 PIEZAS,UNIDAD,0.0
495100400079,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 5.5 mm DE DIAMETRO X 130 mm DESCARTABLE,UNIDAD,0.0
495100400080,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 10.5 mm DE DIAMETRO X 130 mm DESCARTABLE,UNIDAD,0.0
495100410002,TIRA NERVIOS SET DEL 15-40 DE 21 mm,UNIDAD,0.0
495100410019,ASPIRADOR DE METAL PARA ENDODONCIA DE 3 PUNTAS INTERCAMBIABLES,UNIDAD,0.0
495100420062,BROCA DE 2.0 mm DE DIAMETRO X 100 mm,UNIDAD,0.0
495100420105,BROCA 1.9 mm X 90 mm,UNIDAD,0.0
495100420161,BROCA DE TITANIO 1.6 mm DE DIÁMETRO X 60 mm,UNIDAD,0.0
495100440004,SEPARADOR RICHARDSON 25 cm,UNIDAD,0.0
495100440021,SEPARADOR HOFFMAN 22 cm,UNIDAD,0.0
495100440023,SEPARADOR ABDOMINAL BALFOURD 6.5 cm X 26 cm,UNIDAD,0.0
495100440024,SEPARADOR ABDOMINAL BALFOURD 6.5 cm X 18 cm,UNIDAD,0.0
495100450001,PERIOSTOTOMO RECTO 6 mm X 18.5 cm,UNIDAD,0.0
495100450002,PERIOSTOTOMO RECTO 14 mm X 19.5 cm,UNIDAD,0.0
495100520001,ESTILETE PARA INTUBACIÓN 10 FR,UNIDAD,0.0
495100520002,ESTILETE PARA INTUBACIÓN 14 FR,UNIDAD,0.0
495500010004,BOTA DE TELA ANTIPELUSA UNISEX TALLA L COLOR BLANCO (CON BROCHES Y AMARRES),PAR,0.0
495500010005,BOTA DE TELA ANTIPELUSA UNISEX TALLA M COLOR BLANCO (CON BROCHES Y AMARRES),PAR,0.0
495500010006,BOTA DE TELA ANTIPELUSA UNISEX TALLA XXL COLOR BLANCO (CON BROCHES Y AMARRES),PAR,0.0
495500010008,BOTA DESCARTABLE X 10 PARES,PAQUETE,0.0
495500010025,CUBRE ZAPATO DESCARTABLE C/BLANCO X 100 PARES,CAJA,22.5
495500010036,GORRO DESCARTABLE,UNIDAD,0.0
495500010080,ZAPATO DE TELA CON REFUERZO Y PLANTA DE FIBRA TALLA L,PAR,0.0
495500010081,ZAPATO DE TELA CON REFUERZO Y PLANTA DE FIBRA TALLA M,PAR,0.0
495500010082,ZAPATO DE TELA CON REFUERZO Y PLANTA DE FIBRA TALLA S,PAR,0.0
495500010086,BOTA DESCARTABLE PARA CIRUJANO ANTIDESLIZANTE,PAR,0.0
495500010098,"BOTA DE TELA POLIESTER 100%, ANTIESTATICA TALLA L COLOR BLANCO CON BROCHES Y AMARRAS",PAR,0.0
495500010099,"BOTA DE TELA POLIESTER 100%, ANTIESTATICA TALLA M COLOR BLANCO CON BROCHES Y AMARRAS",PAR,0.0
495500010100,"BOTA DE TELA POLIESTER 100%, ANTIESTATICA TALLA S COLOR BLANCO CON BROCHES Y AMARRAS",PAR,0.0
495500010101,"BOTA DE TELA POLIESTER 100%, ANTIESTATICA TALLA XXL COLOR BLANCO CON BROCHES Y AMARRAS",PAR,0.0
495500010126,"GORRO POLIESTER 100%, C/BLANCO",UNIDAD,0.0
495500010127,"GORRO POLIESTER 100%, C/CELESTE",UNIDAD,0.0
495500010129,BOTA DESCARTABLE,PAR,0.0
495500010135,BOTA DESCARTABLE CUBRE CALZADO PARA CIRUJANO,PAR,0.0
495500010435,MANDIL DESCARTABLE IMPERMEABLE NO ESTERIL TALLA M,UNIDAD,0.0
495500010455,GORRO DESCARTABLE DE CIRUJANO,UNIDAD,0.0
495500010472,GORRO DESCARTABLE DE ENFERMERA,UNIDAD,0.0
495500010509,MANDIL DESCARTABLE ESTERIL PARA CIRUGIA TALLA XXL,UNIDAD,0.0
495500010511,MANDIL DESCARTABLE NO ESTERIL T/XL C/CELESTE,UNIDAD,0.0
495500010524,MANDIL DESCARTABLE ESTERIL TALLA XL,UNIDAD,0.0
495500010686,MANDIL DESCARTABLE IMPERMEABLE ESTERIL TALLA M,UNIDAD,0.0
495500010719,MANDILON DESCARTABLE TALLA L,UNIDAD,4.2
495500010720,MANDILON DESCARTABLE TALLA M,UNIDAD,5.4
495500010760,"KIT PARA CIRUJANO (GORRO, MASCARA, BOTA)",UNIDAD,0.0
495500010769,MANDILON DESCARTABLE TALLA S,UNIDAD,6.5
495500010770,"KIT PARA ENFERMERA (GORRO, MASCARILLA, BOTAS)",UNIDAD,0.0
495500010788,BOTA DESCARTABLE ANTIDESLIZANTE,PAR,0.0
495500010789,GORRO QUIRURGICO DESCARTABLE,UNIDAD,0.0
495500010794,BOTA DE TELA POLIESTER 100% ANTIESTATICA TALLA XL COLOR BLANCO CON BROCHES Y AMARRAS,PAR,0.0
495500010795,CAPUCHA DE TELA POLIESTER 100% ANTIESTATICA C/BLANCO CON BROCHES Y AMARRAS T/L,UNIDAD,0.0
495500010796,CAPUCHA DE TELA POLIESTER 100% ANTIESTATICA C/BLANCO CON BROCHES Y AMARRAS T/M,UNIDAD,0.0
495500010797,CAPUCHA DE TELA POLIESTER 100% ANTIESTATICA C/BLANCO CON BROCHES Y AMARRAS T/XL,UNIDAD,0.0
495500010798,CAPUCHA DE TELA POLIESTER 100% ANTIESTATICA C/BLANCO CON BROCHES Y AMARRAS A MEDIDA,UNIDAD,0.0
495500010808,BATA DESCARTABLE SIMPLE NO ESTERIL,UNIDAD,0.0
495500010819,MANDIL DESCARTABLE TALLA XL COLOR AZUL,UNIDAD,0.0
495500010859,KIT DE CALENTAMIENTO PARA PACIENTES (BATA Y CALCETINES),UNIDAD,0.0
495500010932,BOTA DESCARTABLE X 25 PARES,UNIDAD,0.0
495500010967,BATA DESCARTABLE PARA PACIENTE TALLA M,UNIDAD,0.0
495500010968,BATA DESCARTABLE PARA PACIENTE TALLA S,UNIDAD,0.0
495500010969,BATA DESCARTABLE PARA PACIENTE TALLA L,UNIDAD,0.0
495500010972,MANDIL DESCARTABLE ESTERIL TALLA S,UNIDAD,0.0
495500010973,MANDIL DESCARTABLE ESTERIL TALLA M,UNIDAD,0.0
495500010975,GORRO DE CIRUGÍA TIPO GUSANO PARA ENFERMERA,UNIDAD,0.0
495500010985,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALLA 37 PARA DAMA,PAR,0.0
495500010986,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALLA 38 PARA DAMA,PAR,0.0
495500010987,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALLA 41 PARA CABALLERO,PAR,0.0
495500010988,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALLA 44 PARA CABALLERO,PAR,0.0
495500011001,PONCHO QUIRÚRGICO DESCARTABLE 45 cm X 45 cm,UNIDAD,0.0
495500011056,MANDILON DESCARTABLE TALLA XXL,UNIDAD,0.0
495500011111,CHAQUETA DESCARTABLE ESTERIL TALLA L,UNIDAD,0.0
495500011112,CHAQUETA DESCARTABLE ESTERIL TALLA M,UNIDAD,0.0
495500011113,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALLA 35 PARA DAMA,PAR,0.0
495500011114,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALL 36 PARA DAMA,PAR,0.0
495500011115,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE TALLA 39 PARA DAMA,PAR,0.0
495500011153,SUECO DE USO HOSPITALARIO LIBRE DE LATEX ESTERILIZABLE T/40 P/DAMA,PAR,0.0
495500011188,BOTA DESCARTABLE CUBRE CALZADO PARA CIRUJANO TALLA L X 100 UNI,UNIDAD,0.0
495500011189,BOTA DESCARTABLE CUBRE CALZADO PARA CIRUJANO TALLA M X 100 UNI,UNIDAD,0.0
495500011261,MAMELUCO DESCARTABLE TALLA L,UNIDAD,51.0
495500011262,MAMELUCO DESCARTABLE TALLA M,UNIDAD,51.0
495500011263,MAMELUCO DESCARTABLE TALLA XL,UNIDAD,41.0
495500011264,MAMELUCO DESCARTABLE TALLA XXL,UNIDAD,0.0
495500011268,PANTALÓN DESCARTABLE TALLA L,UNIDAD,0.0
495500011270,PANTALÓN DESCARTABLE TALLA M,UNIDAD,0.0
495500011275,MANDIL DESCARTABLE ESTERIL TALLA L,UNIDAD,0.0
495500011276,MANDIL DESCARTABLE ESTERIL TALLA ESTANDAR,UNIDAD,0.0
